ID,SEX,PAY_1,AGE,LIMIT_BAL,CV_LPAY_TOT,CV_LBILL_TOT,CANT_PAY_MAY0,BILL_AMT1,LOG_BILL_AMT1,AVG_LPAY_TOT,STD_PAY_TOT,AVG_EXP_1
100029,-1,-2,36,320000,1.5122877995844053,1.1642475925300537,0,2860,7.95893,1.61362,0.0,0.011800624999999999
100030,-1,-2,37,280000,0.043915615838084655,0.06694084403943189,0,2035,7.61874,8.779005,0.5163977794943222,0.02450142857142857
100031,0,1,40,90000,0.42487531160872793,0.002514290488165312,6,40467,10.60827,6.380721666666667,0.408248290463863,0.012722222222222222
100032,0,1,28,150000,0.0,0.0,1,0,0.0,0.0,1.224744871391589,0.0
100033,0,0,33,260000,0.5342145035650949,0.6642367881066016,0,7571,8.93221,5.760235000000001,0.983192080250175,0.008757692307692308
100034,0,2,36,200000,0.6584052268972365,0.0023012189070810265,6,76308,11.24255,5.604983333333334,0.0,0.008565
100035,0,-1,50,270000,0.43813054172341787,0.4450102431460298,0,3095,8.03787,5.744433333333333,0.408248290463863,0.005692592592592593
100036,0,0,25,180000,0.14843540924778295,0.16623659091097845,0,23800,10.07748,8.71014,0.5477225575051662,0.04790888888888889
100037,0,1,58,50000,0.18635358790813378,0.43293860309759097,2,0,0.0,6.452865,1.0327955589886444,0.010648
100038,0,0,32,310000,0.022432734343855933,0.009349219084994559,0,66916,11.11121,7.487676666666666,0.0,0.01746258064516129
100039,-1,-2,57,500000,0.0492309666610272,0.04347069586419807,0,18726,9.83772,9.699125,0.0,0.0356968
100040,0,0,37,50000,0.009675973427472477,0.0033940718133897018,0,39804,10.59175,7.44629,0.0,0.016408
100041,0,0,29,116351,0.06602596769936936,0.0020162453150821893,1,75807,11.23596,7.946396666666666,0.4082482904638631,0.01611331230500812
100042,0,0,38,180000,0.01496320526830425,0.00990962061881887,0,179307,12.09686,8.697811666666666,0.0,0.07642
100043,-1,1,35,240000,1.2238726405538356,0.0,1,-557,0.0,0.9985766666666667,1.1690451944500122,0.0003325
100044,0,-1,25,20000,0.859960203886748,0.8593392682209875,0,2650,7.88269,3.522018333333333,0.408248290463863,0.04145
100045,0,2,26,50000,0.6474145452551887,0.004279124367648983,5,29164,10.28072,4.886161666666667,0.816496580927726,0.013415999999999999
100046,-1,0,31,390000,0.037367321941333666,0.02169995667260563,0,381453,12.85175,9.843733333333335,0.0,0.15304615384615386
100047,-1,-1,38,130000,0.45946381816954657,0.45269103985050885,0,780,6.66058,6.1703383333333335,0.0,0.027378461538461536
100048,-1,-1,43,150000,0.8505760846384522,0.4252510984261088,1,1280,7.1554,3.3491583333333335,1.224744871391589,0.005594666666666667
100049,-1,0,28,130000,0.004811781442740868,0.004894003567474835,0,88549,11.39132,7.95465,0.0,0.03473538461538462
100050,0,0,27,50000,0.6849534552600027,0.4335124611290289,0,9877,9.19807,4.6705033333333335,0.0,0.048552
100051,-1,-1,31,360000,0.24677950495060985,0.2686890500549703,0,735,6.60123,6.937310000000001,0.5163977794943223,0.012990555555555557
100052,-1,0,35,400000,0.12162341917959624,0.0565262192661851,0,212647,12.26739,8.84304,0.408248290463863,0.1242575
100053,0,0,58,50000,0.06995396332952429,0.011938904090189517,0,7308,8.89686,6.704253333333334,0.0,0.01058
100054,0,0,33,150000,0.024094457526081504,0.004969788563721879,0,25849,10.16007,7.2911166666666665,0.0,0.004841333333333334
100055,0,0,39,110000,0.020845979120521375,0.023766037287295403,0,102801,11.54056,8.201508333333335,0.0,0.12424727272727273
100056,0,-1,29,130000,0.1953908173124394,0.19682444169261748,0,430,6.06611,6.660995,0.0,0.0036153846153846154
100057,0,-1,23,20000,1.0615435343592219,0.833266876967398,0,292,5.68017,2.174576666666667,0.408248290463863,0.01665
100058,-1,1,49,10000,0.11254958995374174,0.07527331094086633,1,2365,7.76896,8.196895,0.6324555320336759,0.45332
100059,-1,0,46,500000,0.12630069875306046,0.06532645818731489,0,157046,11.9643,10.049748333333334,0.5163977794943223,0.119042
100060,0,0,38,30000,0.4266330601367302,0.0076736278286569076,1,22070,10.00202,6.140486666666667,0.816496580927726,0.02152
100061,-1,1,39,150000,0.8873704845201342,0.9394978057466379,1,214450,12.27584,4.264588333333333,1.1690451944500122,0.30617333333333335
100062,-1,0,30,140000,1.147542787569529,0.8938721128879656,0,5600,8.6307,2.857065,0.8944271909999159,0.008431428571428572
100063,0,2,46,50000,0.32418937978561857,0.0761104096847522,4,46677,10.75103,6.168168333333334,1.0327955589886446,0.17692400000000003
100064,-1,2,26,80000,0.1508079405038552,0.027829035565762647,1,31740,10.36536,8.043901666666667,0.8164965809277261,0.13479249999999998
100065,-1,0,29,50000,0.0752380625791569,0.018924756402349332,0,49276,10.80521,7.733425,0.0,0.12464399999999999
100066,0,0,33,60000,0.034461652012343545,0.027848079007795287,0,56038,10.9338,7.2598383333333345,0.0,0.11753666666666666
100067,0,0,29,130000,0.6645897430014279,0.003669274057831856,3,106271,11.57376,5.833473333333334,1.5055453054181622,0.02233230769230769
100068,-1,0,33,180000,0.04158450995296137,0.0014945207521174506,0,180736,12.1048,8.67454,0.0,0.04792777777777778
100069,-1,1,29,260000,0.07668667813246005,0.012961040596421053,2,262923,12.47962,8.933091666666668,0.8366600265340756,0.0990723076923077
100070,0,-1,30,240000,0.13715538740245778,0.0616200002608381,0,1749,7.46737,6.970888333333332,0.0,0.009403333333333335
100071,-1,0,28,170000,0.01326813695915768,0.005101323637807305,0,56061,10.93421,7.6346300000000005,0.0,0.018171764705882353
100072,-1,-2,54,490000,0.0,0.0,0,0,0.0,0.0,0.0,0.0
100073,0,1,27,100000,0.42500747363264635,0.6348756424309141,1,-6,0.0,6.058141666666667,0.816496580927726,0.00999
100074,0,1,46,360000,0.43418611589584755,0.009103372875299321,2,361863,12.79902,7.754011666666666,0.8366600265340756,0.07077
100075,0,1,51,30000,0.42002530856458603,0.0022501084080353653,3,25382,10.14183,5.858061666666667,0.9831920802501751,0.02001333333333333
100076,0,-1,26,200000,0.08957314102824289,0.031138205031515407,0,6666,8.80493,8.604606666666667,0.408248290463863,0.033526
100077,-1,-1,38,140000,0.43994159544967276,0.12226895811853819,0,1110,7.01302,7.493094999999999,0.408248290463863,0.062312857142857135
100078,0,-2,38,50000,0.5818074339881972,0.43882464847378616,1,18750,9.839,5.94531,1.5165750888103102,0.35418
100079,-1,0,42,490000,0.010589348922881962,0.003711040681917319,0,455520,13.0292,9.73652,0.0,0.04344816326530612
100080,-1,2,35,80000,0.14030680992916725,0.037512976764175004,1,88027,11.38541,8.214176666666667,0.8164965809277261,0.288475
100081,0,0,45,350000,0.004317411828279313,0.0014991579518648297,0,355310,12.78075,9.46881,0.0,0.040821142857142854
100082,-1,-1,28,280000,0.09735144143317015,0.08304377797231814,0,4468,8.40492,8.430706666666666,0.5163977794943223,0.016563571428571428
100083,-1,-2,34,360000,0.4563382090293056,0.45380337920203406,0,2739,7.91571,5.805556666666665,0.0,0.004035555555555555
100084,0,-1,39,200000,0.7426104237509555,0.670942679535603,1,3603,8.1898,4.812865,1.224744871391589,0.012835
100085,0,0,25,30000,0.037930298740001464,0.015825899348857305,0,26815,10.19675,7.288398333333333,0.0,0.03412
100086,-1,-2,28,170000,0.0,0.0,0,0,0.0,0.0,0.0,0.0
100087,0,2,23,30000,0.6637401684781931,0.008177339587763456,6,34048,10.43556,5.385271666666667,0.0,0.07692666666666667
100088,-1,0,31,340000,0.0655060028310086,0.009800722181826281,0,63098,11.05246,8.322516666666667,0.0,0.0033758823529411765
100089,0,0,40,120000,0.15804622537996058,0.10603931233962419,0,108300,11.59267,8.520641666666666,0.0,0.19870166666666667
100090,0,2,41,280000,0.8842217689685851,0.6690448740594175,1,280,5.63835,3.4204966666666667,1.3662601021279464,0.005446428571428572
100091,-1,-1,29,340000,0.1206101831644481,0.05836643375274905,0,44855,10.71121,9.928635000000002,0.4082482904638631,0.07345470588235294
100092,0,2,48,150000,0.9036006224368327,0.01890350426842802,6,84647,11.34626,4.634215,0.0,0.090148
100093,-1,1,24,20000,1.3318450379713567,1.3318450379713567,1,0,0.0,1.1916533333333332,1.2110601416389966,0.0
100094,0,0,27,140000,0.023753619121221033,0.014303537229838412,0,127464,11.7556,8.313930000000001,0.0,0.08878285714285715
100095,0,-1,40,30000,0.040626995186572736,0.04975791163834861,0,29896,10.30551,9.54309,0.0,0.6475
100096,-1,0,29,250000,0.0,0.007953227988312732,0,70887,11.16886,8.0067,0.0,0.0243
100097,0,0,56,140000,0.00979726098412998,0.011899416878365668,0,138468,11.8384,8.24839,0.0,0.08269571428571429
100098,0,0,28,120000,0.1252240165972472,0.023783512363096518,0,93623,11.44704,8.460218333333332,0.0,0.09774833333333333
100099,-1,0,24,20000,1.1008772810862129,0.15657093109228493,1,12549,9.43748,2.43093,0.983192080250175,0.14868
100100,-1,2,25,210000,0.42047707569763393,0.03388422542545277,2,7474,8.91932,5.959861666666666,1.0327955589886446,0.007123809523809524
100101,0,0,45,140000,0.03362554880077542,0.005245706666455627,2,53951,10.89585,7.99389,1.0327955589886446,0.009582857142857143
100102,-1,0,30,100000,0.03845527162517829,0.006075000147836777,0,27869,10.23531,7.830781666666667,0.0,0.015442
100103,-1,-1,37,230000,0.4663771791560328,0.18898550576703568,0,11770,9.37339,6.698611666666667,0.5163977794943223,0.037619130434782606
100104,-1,1,49,10000,0.11254958995374174,0.07527331094086633,1,2365,7.76896,8.196895,0.6324555320336759,0.45332
100105,0,-2,46,200000,1.2641179822282227,0.0,0,0,0.0,1.0664316666666667,0.0,0.0
100106,-1,0,47,90000,0.8736436897906662,0.719884301476312,0,54268,10.90171,3.5782966666666667,0.7527726527090811,0.13240222222222223
100107,-1,2,38,90000,0.021974856462276295,0.010746408499996127,1,88937,11.39569,8.035680000000001,0.8164965809277261,0.0787888888888889
100108,-1,-1,29,390000,0.892612041655167,0.6619062233397562,0,6664,8.80463,4.399148333333334,0.752772652709081,0.013733333333333334
100109,0,1,31,180000,0.0,0.0,1,0,0.0,0.0,1.224744871391589,0.0
100110,-1,0,33,280000,0.8893194449277573,0.1684806456118488,0,275487,12.5263,4.1598766666666664,0.0,0.2039042857142857
100111,0,0,24,120000,0.05424953434909698,0.045728201457231825,0,75796,11.23581,7.5066033333333335,0.0,0.11151499999999999
100112,0,0,31,420000,0.017822856345273728,0.0049480814072463426,0,50771,10.8351,7.412926666666667,0.0,0.008016190476190477
100113,0,0,41,70000,0.8772880156344132,0.4318900189005165,0,6017,8.70251,3.9559216666666663,0.4082482904638631,0.03004857142857143
100114,0,-1,43,270000,0.8647079868398488,0.6508161420673503,0,2769,7.9266,3.5520133333333335,0.6324555320336759,0.003725185185185185
100115,0,-1,42,200000,0.07978664422737834,0.08166363011486338,0,2213,7.70256,8.154146666666668,0.0,0.020731999999999997
100116,-1,-2,37,450000,0.4032569812842528,0.15860237046982648,0,324,5.78383,5.645595,0.0,0.003240888888888889
100117,0,-1,46,110000,0.16354008057576228,0.20455479270342405,0,2410,7.7878,8.511218333333334,0.408248290463863,0.023803636363636364
100118,-1,0,23,40000,0.8545199372901755,0.6708578455177665,0,15045,9.61887,3.540766666666667,0.8164965809277261,0.093225
100119,0,-1,37,200000,0.6586673254422486,0.105454884330524,0,24779,10.11779,5.456596666666667,0.408248290463863,0.038172
100120,-1,0,26,70000,0.053268262169692965,0.009628177726421728,0,18757,9.83938,7.205878333333334,0.0,0.0067457142857142854
100121,0,-2,33,260000,0.028449265362333078,0.028495539632737692,0,2537,7.83913,7.861064999999999,0.0,0.009873076923076924
100122,0,0,46,80000,0.27854402289377456,0.0504178006907934,0,4742,8.46443,6.728833333333334,0.4082482904638631,0.029025
100123,-1,-1,44,190000,1.4047893991900484,0.8832132327706668,2,231,5.44674,1.3446816666666666,1.8618986725025257,0.0036010526315789475
100124,-1,-1,29,50000,0.11853500590219856,0.11800783022600823,0,2159,7.67786,8.374563333333333,0.0,0.08934399999999999
100125,0,0,34,180000,0.1191073008919016,0.015135683801748925,0,59076,10.9866,8.203648333333332,0.0,0.06310777777777778
100126,-1,1,27,20000,1.2620243576047772,1.2620243576047774,1,0,0.0,1.0627883333333334,1.2110601416389966,0.0
100127,0,0,25,120000,0.018787181380811358,0.006042705744384211,0,106621,11.57705,8.253818333333333,0.0,0.06338166666666667
100128,0,0,53,140000,0.02767873103942672,0.016946769722620186,0,142270,11.86549,8.43532,0.0,0.10781
100129,-1,-1,30,120000,0.4220736353764629,0.4252970258036376,0,2494,7.82204,5.863129999999999,0.0,0.013
100130,0,-1,27,360000,0.24750775609069994,0.11390920518516817,0,660,6.49375,6.440671666666667,0.408248290463863,0.0023305555555555558
100131,0,-1,29,270000,0.08030003982259133,0.09008233988461792,0,88996,11.39636,10.507991666666667,0.5163977794943223,0.13073185185185185
100132,0,-1,52,140000,0.06637539746867187,0.1323102409082963,0,850,6.74641,9.57587,0.0,0.12105142857142857
100133,0,-1,49,290000,0.021473126387623387,0.0038265819045320538,0,37246,10.52533,7.873708333333333,0.4082482904638631,0.008539999999999999
100134,0,0,44,50000,0.10615733469083043,0.03960976974136003,0,50496,10.82967,7.479265000000001,0.0,0.18653599999999998
100135,-1,0,32,210000,0.03216374953906912,0.04767476307278516,0,137264,11.82967,7.941131666666666,0.0,0.11380476190476191
100136,0,0,26,20000,0.11616453404610164,0.027060385619538586,0,16385,9.70418,7.087103333333334,0.0,0.1331
100137,-1,0,29,390000,0.13332204439253004,0.08835828692569035,0,9918,9.20221,9.05109,0.4082482904638631,0.029923076923076924
100138,0,0,46,180000,0.03421530187142702,0.0015878853829489627,0,171768,12.05391,8.912468333333335,0.0,0.04344111111111111
100139,-1,2,36,20000,0.07060759544742912,0.009455003416363954,6,18481,9.82455,7.039885000000001,0.40824829046386296,0.01183
100140,0,-2,50,640000,0.05357029243509633,0.0508007735520853,0,6482,8.77694,9.38679,0.0,0.018209687500000002
100141,-1,0,40,20000,0.8707794472969308,0.010098466615280653,4,12649,9.44541,3.8419966666666667,1.224744871391589,0.02135
100142,0,0,30,200000,0.43106703494915916,0.004770054150101308,1,89874,11.40618,7.101486666666666,0.816496580927726,0.008964
100143,0,-2,23,70000,0.26019535284525996,0.4447369519529757,0,0,0.0,8.429536666666666,0.8944271909999159,0.1558342857142857
100144,0,0,43,140000,0.032610149151740264,0.0039058864781396276,0,140832,11.85533,8.623513333333333,0.0,0.047555714285714284
100145,-1,0,45,60000,0.10655328478098493,0.05524999483116874,0,67719,11.12314,7.742398333333333,0.0,0.23315666666666665
100146,0,0,30,30000,0.42215626707104614,0.10021465752376678,1,3836,8.25245,5.844321666666667,1.1690451944500122,0.04394666666666667
100147,0,0,34,360000,0.051789054365221604,0.007387034506860107,0,122193,11.71337,8.18918,0.0,0.027283333333333333
100148,0,1,22,20000,0.8677792433747874,0.673269790784442,3,21672,9.98382,2.5933833333333336,1.5165750888103102,0.2299
100149,0,0,35,130000,0.06005210911822504,0.0038959785399424415,0,63281,11.05536,8.561438333333333,0.0,0.03689846153846154
100150,-1,0,25,20000,0.04783288827975515,0.003125930389397627,0,18069,9.80201,7.089941666666667,0.0,0.05861
100151,-1,-1,37,360000,0.0,0.0,0,0,0.0,0.0,0.408248290463863,0.0
100152,0,-1,24,60000,0.027897272787243764,0.0009452214828049245,0,57147,10.9534,7.9054150000000005,0.4082482904638631,0.04609666666666667
100153,-1,0,46,240000,0.11284758399979018,0.06313697954995927,0,262206,12.47689,8.206516666666667,0.0,0.21657
100154,0,-2,36,210000,0.0,1.1282931134624086,0,167,5.12396,0.0,0.0,0.00015904761904761904
100155,0,1,23,80000,0.6762802972443563,0.012828263325485957,3,32337,10.384,5.4573816666666675,0.9831920802501751,0.0394625
100156,0,1,22,10000,0.42919404564583796,0.007120316427565989,2,10250,9.23513,5.459268333333334,0.8366600265340756,0.07172
100157,-1,0,28,50000,0.17407116132944497,0.07750736614621866,1,96393,11.4762,7.4828883333333325,0.8164965809277261,0.412124
100158,-1,0,39,70000,0.07499788828605293,0.013982631270534104,0,60412,11.00896,8.425896666666668,0.0,0.12653142857142857
100159,-1,0,51,50000,0.052626899989677435,0.02380713895062045,0,46926,10.75635,7.182091666666666,0.0,0.10326
100160,0,-1,23,80000,0.6726712444125424,0.4295329863168158,0,3526,8.1682,4.9381433333333336,0.5163977794943223,0.0388275
100161,-1,-2,27,50000,0.0,0.0,0,0,0.0,0.0,0.0,0.0
100162,0,0,43,150000,0.04308691732653594,0.001997881786358832,0,90606,11.41429,8.299138333333334,0.0,0.026166666666666668
100163,0,-2,32,350000,0.16082302157087977,0.11895585630354512,0,19637,9.88522,10.015078333333332,0.9831920802501751,0.17091142857142858
100164,-1,2,31,20000,0.43045688259230286,0.0050260471488997455,3,16509,9.71172,6.03519,1.0954451150103324,0.061770000000000005
100165,-1,-1,38,340000,0.2232525281393188,0.24454555274002995,0,325,5.7869,7.660810000000001,0.0,0.006599411764705883
100166,0,2,30,30000,0.4236871401684589,0.0023350003515986853,3,29367,10.28766,6.044128333333333,0.8164965809277261,0.05035333333333333
100167,-1,0,37,280000,0.034573540976964474,0.010312656143709057,0,85029,11.35076,7.664113333333333,0.0,0.026677857142857142
100168,0,-1,30,160000,0.45687097371963803,0.2083749486243947,0,584,6.37161,6.804218333333334,0.0,0.04323125
100169,-1,1,31,200000,0.3011184742891937,0.0033208388031229544,3,29070,10.2775,6.429801666666667,0.9831920802501751,0.006975
100170,-1,0,55,50000,0.06063826231530803,0.046167608159874855,0,50528,10.8303,6.904318333333333,0.0,0.149788
100171,-1,0,26,140000,0.01886182086505761,0.027623401754036634,0,80351,11.29417,7.997830000000001,0.0,0.03883142857142857
100172,-1,5,49,50000,0.8579966122795645,0.2554247714434294,4,52321,10.86517,3.5825133333333334,2.065591117977289,0.22105599999999997
100173,0,0,35,160000,0.06495911530801197,0.0714133326558773,0,17742,9.78375,7.024276666666666,0.0,0.025622500000000003
100174,0,0,48,200000,0.6656737081706955,0.051390806681380505,3,26465,10.18362,5.48065,1.3291601358251257,0.03159
100175,-1,2,34,200000,0.6674867822657252,0.0075775241243106126,3,150493,11.92168,6.207864999999999,1.0954451150103324,0.065551
100176,-1,0,31,95243,0.0503456854614473,0.029693255624382922,1,95599,11.46793,7.536843333333334,0.4082482904638631,0.13110884789433344
100177,-1,4,42,324468,0.8962320604076173,0.0022275550914563603,6,356441,12.78393,4.370776666666667,1.2110601416389966,0.026038315026443288
100178,-1,2,26,25203,0.45920183903737827,0.09268973019011807,3,2158,7.6774,6.5153083333333335,0.8164965809277261,0.03793992778637464
100179,0,4,22,20000,1.1013549245925593,0.003373860264662949,6,19529,9.87971,2.45881,0.8366600265340756,0.02285
100180,0,-1,41,240000,0.6623303516057902,0.046035681852576844,0,3973,8.28753,5.815895,0.408248290463863,0.015724166666666668
100181,0,0,27,30000,0.06539324578164017,0.0038013069069973097,0,30342,10.32032,7.407176666666667,0.0,0.06317333333333333
100182,-1,-1,40,470000,0.32824992292098987,0.6760035054223549,0,20614,9.93377,8.394644999999999,0.5163977794943223,0.05333191489361702
100183,-1,0,27,20000,0.45333606038560664,0.11823903075043753,0,18653,9.83382,5.42636,0.0,0.23187
100184,0,-1,41,450000,0.4238293084435269,0.038697902402922195,1,2663,7.88758,6.304753333333333,1.1690451944500122,0.00358
100185,-1,1,38,300000,0.6348323067226809,0.41455521554252783,3,0,0.0,4.263986666666667,1.760681686165901,0.0013
100186,-1,2,50,10000,0.0,0.005682629992747088,3,9415,9.15017,6.90875,1.0954451150103324,0.09342
100187,0,-1,39,460000,0.44755197362256294,0.05716019512361497,1,15950,9.67728,7.947726666666668,1.2110601416389968,0.021326521739130435
100188,0,-1,38,50000,0.8602510222740944,0.6430555232581383,0,1121,7.02287,3.5928349999999996,0.0,0.018904
100189,0,0,28,120000,0.010180037981922324,0.00046322632001670586,0,67087,11.11376,7.840061666666666,0.0,0.020276666666666665
100190,-1,1,35,50000,0.08636067644740722,0.0884731918309595,1,49374,10.8072,6.431771666666666,0.4082482904638631,0.18394
100191,-1,0,24,20000,0.41902604578571323,0.016704485208699518,0,6814,8.82688,5.656303333333333,0.0,0.01059
100192,0,-2,29,420000,0.0517622711966042,0.4313224949034164,0,4406,8.39095,8.17458,0.0,0.008536190476190475
100193,0,0,31,210000,0.014273058116219591,0.006686713677087236,0,140839,11.85538,8.496398333333333,0.0,0.05211904761904762
100194,0,-1,32,230000,0.4480525521695027,0.4451887355120537,0,1680,7.42714,6.57591,0.0,0.006377391304347826
100195,-1,-1,36,230000,0.43289764640718364,0.05030704510424451,3,3872,8.26178,5.747165,1.5055453054181622,0.0073591304347826085
100196,0,0,46,200000,0.045184397478899026,0.015166274374656905,0,106651,11.57733,7.9925,0.0,0.058965
100197,-1,1,32,60000,0.056817818212177115,0.0039014965945779532,3,46114,10.73889,7.411501666666666,0.8164965809277261,0.015233333333333333
100198,-1,0,23,10000,0.6766675968894241,0.43096114698582805,0,8579,9.05719,4.058176666666667,0.0,0.23548000000000002
100199,0,1,44,40000,0.06622830038946279,0.0021882234659106473,3,35532,10.47822,7.293749999999999,0.9831920802501751,0.033569999999999996
100200,-1,0,32,380000,0.03318136715430126,0.022074617111263416,0,387851,12.86838,9.606096666666666,0.0,0.09399736842105264
100201,0,1,38,70000,0.42235200117891153,0.0038306562804652547,6,21047,9.95456,6.036755,0.408248290463863,0.009054285714285714
100202,-1,-1,35,240000,0.6474321243654181,0.11675672665706745,1,325,5.7869,4.887340000000001,1.2110601416389968,0.0026875
100203,0,-2,34,300000,1.3323106029091285,1.3323106029091285,0,0,0.0,1.1925666666666668,0.0,0.0
100204,0,-1,34,200000,0.04395030233037649,0.04505195795106386,0,12842,9.46055,9.469603333333334,0.408248290463863,0.075105
100205,0,-1,36,500000,0.13556122872347343,0.11536939740624504,0,51465,10.84868,10.16127,0.5163977794943223,0.1896044
100206,0,-1,46,200000,0.057055217747298714,0.05874416671487489,0,10687,9.27688,8.897353333333333,0.0,0.04429399999999999
100207,0,0,25,80000,0.04271745201594849,0.003729913431794006,0,47836,10.77555,7.754065,0.0,0.03482
100208,0,0,54,180000,0.004067408989871995,0.003036943195279697,0,88545,11.39128,8.141291666666666,0.0,0.0084
100209,0,0,42,50000,0.050361689285181116,0.03525992815010718,0,41836,10.64154,7.851996666666666,0.0,0.146384
100210,0,-2,27,180000,0.0,0.0,0,0,0.0,0.0,0.0,0.0
100211,0,0,24,50000,0.059893773215008834,0.03608909792565511,0,46437,10.74587,6.896415,0.0,0.13344
100212,0,0,25,30000,0.029667657306135884,0.001890326691433411,0,28494,10.25748,7.295984999999999,0.0,0.05380666666666667
100213,0,1,27,120000,0.85936350315684,1.0480184366996184,1,0,0.0,3.266493333333333,1.1690451944500122,0.0015666666666666667
100214,0,0,28,120000,0.010180037981922324,0.00046322632001670586,0,67087,11.11376,7.840061666666666,0.0,0.020276666666666665
100215,0,0,34,110000,0.43224669418760436,0.014563053317953469,0,24147,10.09196,6.633048333333334,0.0,0.005941818181818182
100216,-1,0,21,10000,0.43399380541636373,0.012272595098157714,0,7327,8.89946,5.728926666666666,0.0,0.0688
100217,-1,0,25,20000,0.42097740849528115,0.009367115922223482,1,14989,9.61514,5.899588333333333,0.8164965809277261,0.015090000000000001
100218,-1,0,33,70000,1.1155389914158718,0.9275612926835272,0,70524,11.16372,2.5709750000000002,1.0327955589886446,0.2143542857142857
100219,-1,1,35,20000,0.6398570184892324,0.017990336786492932,3,5659,8.64118,4.464165,0.983192080250175,0.01144
100220,0,-1,36,90000,0.10105863483786118,0.10652403934891193,0,3860,8.25868,7.408863333333333,0.0,0.02587333333333333
100221,-1,0,61,170000,0.03014326523680009,0.023485033305362533,0,167535,12.02895,8.452491666666667,0.0,0.11865647058823528
100222,-1,0,23,80000,0.3986420679458768,0.012872396852162052,1,59976,11.00172,6.222491666666666,0.8164965809277261,0.07158250000000001
100223,0,1,28,350000,0.435962778814168,0.03903804143054321,2,358895,12.79079,7.71967,0.8366600265340756,0.17756057142857143
100224,0,2,30,30000,0.6480153061823917,0.0027409189237008777,6,25217,10.13531,4.669193333333333,0.408248290463863,0.023286666666666667
100225,0,1,36,260000,0.8572374254366142,0.06762742880762758,6,2111,7.65539,3.560356666666667,0.408248290463863,0.003167692307692308
